505,10136
77,605
30,2827
404,9190
8181,8281
3131,7877
3333,5453
707,2625
48,5251
2020,10144
6060,10162
78,5756
83,6665
8383,10197
6262,9998
808,10144
8585,10164
66,2928
1717,10123
8989,10179
3131,5554
24,5049
59,10179
21,10182
3333,10138
4,10189
39,8786
3333,4342
6767,8685
65,10174
9090,10106
5454,10181
8484,9695
97,7978
33,10193
30,10200
7777,10192
4848,10125
5959,9190
9,8988
85,504
5454,7877
9494,10126
32,4342
3232,10165
99,7776
7676,10104
6,10148
74,7372
18,9392
4444,8180
9494,10103
90,9796
84,10196
3737,10123
4646,10118
4646,6766
95,10200
7272,10170
202,1009
4444,10151
4646,5352
19,9089
3,6059
70,5958
8787,10130
73,7271
2929,10128
5656,9493
52,4746
2222,10136
57,10190
3131,10125
4040,9392
0,10168
0,10174
1,10099
59,9594
3333,10110
909,10136
56,807
2828,3837
4242,10196
101,10122
6767,10153
4040,10146
3636,8584
7878,10190
60,10168
4747,10109
76,6867
81,10198
9090,10196
2222,5554
5858,10129
38,3938
6262,10168
7676,10116
2626,4746
78,100
92,2726
96,8483
41,6564
6464,10103
7070,10166
53,10165
4242,10131
4,5958
42,3130
96,1514
4848,10149
6464,10106
66,1918
1,3837
14,10172
3232,4544
4,10150
3030,10119
1414,10140
22,10159
5656,10128
93,3736
1,9998
7171,8685
100,6968
6161,10133
26,10132
72,8180
75,302
2222,9695
17,5150
29,302
96,7271
24,10169
83,403
5555,10194
32,10142
31,5453
94,4544
81,1211
3636,10183
84,2221
3131,10113
67,10200
4,4948
31,10139
34,4140
9797,10188
9393,10199
75,10183
5959,7069
4848,10169
46,9089
2727,10142
54,10175
202,1110
5858,10175
56,10162
23,10160
64,6766
4545,6766
6666,10150
2727,8079
55,10183
51,4342
16,4746
89,10194
19,10154
5454,10175
15,10198
22,10146
5656,10167
1,5857
8181,10184
26,1009
3636,10175
21,10176
32,10191
4242,10103
1515,10130
76,6564
9797,10111
1818,4342
50,10186
44,3332
5050,8281
30,10179
6565,10168
1212,2625
4242,5251
7878,9291
4848,9089
1,4544
30,10170
78,302
98,1009
0,10164
9696,10120
4343,10111
49,10165
6767,8786
9292,10191
7777,10113
96,2019
3939,10200
10,10125
6464,10184
40,7675
9393,10200
0,302
4949,10148
69,9089
9494,10135
36,9998
2525,10149
7979,10167
6767,10133
19,605
98,8382
4646,10110
2929,4544
8585,10173
3,1817
3232,10177
40,10145
80,5352
6060,10119
62,10188
41,8887
4949,10122
52,7372
2424,8483
61,7877
77,2221
77,7372
2828,10186
47,10190
101,6564
5454,10114
8282,10196
42,10197
6363,10167
55,2827
12,10099
707,10178
50,9190
12,5756
8282,10156
8787,10187
3131,3736
41,5655
1515,10142
5757,9998
3434,10166
6262,10130
4848,9392
99,2625
404,10175
2929,10112
86,1110
72,7473
4,1514
90,8988
51,1312
9191,10151
8787,10147
1212,10144
4343,10128
2020,10198
1,6160
8383,10150
73,10176
93,6160
1818,10143
59,6160
36,10144
8989,10118
5858,10133
6969,8483
5454,10115
303,9897
22,1817
5353,5554
1717,7372
96,4645
2626,10160
6,3332
77,706
4747,7877
4646,7877
81,5352
2929,9897
20,10148
3,10123
7171,10126
68,807
6969,10173
1616,2322
7878,10106
89,8180
36,7675
43,7675
63,8281
83,9695
56,10200
13,6463
202,10172
6363,10141
7272,8887
83,3837
86,201
45,10149
78,8079
61,2827
5050,7473
3333,8786
4242,10121
70,2726
29,5958
32,7675
64,5049
98,4544
85,10197
77,2423
2,10198
3333,10136
79,3332
9191,9392
83,10185
7373,10166
7676,7877
3535,10126
85,2322
1313,4241
6161,8483
1717,8483
707,10196
16,3029
94,6867
87,605
1313,4140
4242,10155
61,4342
100,9190
5757,8382
6161,10111
7878,10121
100,8079
67,6766
9494,10104
53,2625
72,7675
97,7372
53,6160
27,6059
77,2625
89,10199
65,10187
18,3029
6060,7877
18,1817
70,10177
4545,10103
7676,10113
64,10192
1111,4746
4141,4746
90,8786
94,1312
505,10128
84,10194
19,4948
5959,10182
1010,10170
44,3029
61,10192
86,7170
2424,5352
2323,10175
505,6362
52,10152
96,2827
505,9796
6363,10140
81,10189
2323,2524
5555,10162
2121,8685
3030,4948
3333,10103
4242,5958
9595,10110
6363,9493
23,8180
8282,10137
4,908
7070,10140
707,10110
39,10180
35,5756
5757,10183
5252,10134
3333,9897
3838,7473
6363,10136
909,10127
15,9190
909,10180
40,10141
58,8281
8989,10119
17,7473
5757,9493
70,10200
303,10158
49,7877
2020,10121
50,1110
6565,10116
6,3837
7272,7877
59,10184
89,2221
55,10159
100,1615
100,9089
4141,8786
5454,6867
4141,10127
85,4746
48,8988
2424,10171
4343,10131
3,1413
3,2625
90,1918
7,9695
5050,10172
9494,10105
50,4544
56,7574
94,9897
86,9291
5858,6867
97,2322
6262,10135
4343,10164
8989,10193
60,5655
16,6867
99,4140
0,8382
93,1817
5151,5352
26,1211
7979,10174
3939,8483
2020,3231
8484,10187
6969,7877
8585,10110
86,2625
26,10186
1717,10185
57,10180
202,2928
4141,4847
87,9998
17,10144
62,706
0,10129
81,807
7979,10151
9696,10186
70,908
34,807
50,10196
50,4443
4242,10191
4747,10117
80,9897
70,5352
46,2322
50,9493
4646,6665
9898,10199
13,201
8181,10123
40,10163
2727,10105
2828,10166
4141,10102
7,10195
0,8786
52,302
42,4645
9797,10169
404,10125
4949,7271
27,8786
94,10196
1717,7574
1515,3938
2929,10158
59,10198
10100,10161
1111,10128
73,3029
35,4645
6868,9190
13,1211
3535,10107
36,8483
3,10158
81,10199
7878,8584
1515,10190
7878,10165
909,10191
8181,10134
48,10186
2222,8281
9090,10108
8989,10156
62,10193
88,1716
1616,10104
303,10187
3333,10144
7979,10147
2020,8180
6666,10199
96,2423
6868,10199
8181,10169
7171,10180
8181,10130
3535,10144
64,2322
3434,10144
8989,9392
6262,10177
4040,6059
9,10133
17,10138
29,10160
33,2120
8686,8887
92,1918
303,10150
4545,5756
11,4948
88,8281
3232,10128
30,10154
69,8382
6363,10148
1919,10126
81,10200
48,9695
94,4645
7575,10134
9595,10131
5151,10134
3636,10099
1818,6059
52,10156
2929,10125
6868,10155
5454,10188
41,10155
30,10158
25,8786
51,4443
73,7372
25,10138
707,2019
3737,8079
64,6463
92,403
32,3736
73,6362
70,9695
34,8685
52,1312
22,9493
66,8786
23,10200
48,8584
2323,10198
10,403
6868,10151
8,10108
8787,10115
1111,10104
4747,10130
505,10164
44,8887
5757,10198
7070,10148
13,10174
60,4443
3,10121
67,10183
14,1514
7,9392
2626,10176
9,10153
303,3938
1919,7271
8,10114
3333,10168
0,4544
4646,10191
101,5655
5858,10132
11,10156
0,3837
49,6564
57,10184
707,5655
8787,10151
1212,10133
60,7271
47,6463
20,807
5757,10179
14,7978
2626,10197
5959,7776
9595,10195
8,10159
91,2827
9393,10184
30,4342
6464,10147
30,403
3232,10199
4242,4645
7979,10154
82,1514
9494,10163
6969,10111
6969,10187
3434,10189
2222,7170
7878,9190
1,6362
808,4443
6363,7877
4848,10107
90,807
4040,10111
64,8382
96,7978
6,3635
40,10195
24,10162
5353,6766
9797,10145
9999,10200
7171,9392
47,10155
5151,10127
82,9392
3535,10135
2929,10147
4,10139
9090,10155
52,10195
606,7978
0,4645
31,7069
4040,10119
606,10122
83,2928
55,10193
63,8180
9797,10142
4949,10132
5858,10197
18,1211
92,8887
8686,10137
6969,7271
1616,10168
6363,10165
4242,9089
6868,10190
17,10150
37,10195
909,10189
6969,10162
98,6867
7777,10186
12,10175
505,10131
75,10176
54,8887
42,10166
8888,10108
77,4544
23,10192
8080,8887
26,10099
4747,10140
1616,1918
18,6059
2121,10187
85,2019
2121,2221
505,1615
6767,10112
80,7574
66,3534
9898,10140
6060,10194
1313,10187
28,9190
75,2221
3131,6463
44,1514
8484,10119
27,807
99,2726
7777,10187
6464,10113
80,403
40,1110
19,10147
6868,10161
3333,4241
81,403
2424,10142
6060,10125
95,6160
54,6564
47,8079
68,201
6868,10182
6,10133
74,5049
15,8988
9,10195
6363,7776
10,10152
78,10191
86,302
7070,7574
1212,9493
10100,10179
707,7372
96,3130
4,10128
47,10147
49,7776
0,8988
8181,10152
41,7574
9595,10192
7272,10146
46,1615
40,5655
3636,10113
6262,10119
5656,10139
7979,10163
2626,10122
808,10136
6,10193
45,302
98,6564
17,1615
7878,10149
97,4140
10100,10175
90,302
68,10177
8888,10165
1717,5655
505,10168
7676,10126
24,10182
47,10166
3333,10126
2727,8180
7777,8382
47,1615
33,9897
22,2524
5555,10147
8787,10102
50,4342
90,100
56,3433
42,4443
84,10188
505,8685
47,10159
10100,10183
7474,10118
808,908
5454,9998
77,4140
3838,10125
9898,10147
7272,10200
3030,10099
606,1312
8989,10200
